home,away,ft
Houston Astros,New York Yankees,"[3, 4]"
Texas Rangers,Chicago Cubs,"[5, 9]"
Oakland Athletics,Cleveland Guardians,"[4, 3]"
Arizona Diamondbacks,Colorado Rockies,"[5, 1]"
San Diego Padres,San Francisco Giants,"[13, 4]"
Seattle Mariners,Boston Red Sox,"[1, 5]"
Los Angeles Dodgers,St.Louis Cardinals,"[5, 4]"
Chicago White Sox,Atlanta Braves,"[0, 9]"
Chicago Cubs,Colorado Rockies,"[5, 0]"
Washington Nationals,Pittsburgh Pirates,"[4, 8]"
Baltimore Orioles,Kansas City Royals,"[6, 4]"
Miami Marlins,Los Angeles Angels,"[4, 7]"
Philadelphia Phillies,Cincinnati Reds,"[3, 6]"
Tampa Bay Rays,Texas Rangers,"[3, 9]"
New York Mets,Detroit Tigers,"[0, 5]"
Houston Astros,Toronto Blue Jays,"[10, 0]"
Arizona Diamondbacks,New York Yankees,"[2, 5]"
Seattle Mariners,Cleveland Guardians,"[5, 4]"
San Diego Padres,St.Louis Cardinals,"[2, 6]"
Oakland Athletics,Boston Red Sox,"[0, 9]"
Los Angeles Dodgers,San Francisco Giants,"[8, 3]"
Milwaukee Brewers,Minnesota Twins,"[3, 2]"
Baltimore Orioles,Kansas City Royals,"[1, 4]"
Miami Marlins,Los Angeles Angels,"[1, 3]"
Philadelphia Phillies,Cincinnati Reds,"[9, 4]"
Tampa Bay Rays,Texas Rangers,"[5, 2]"
Chicago White Sox,Atlanta Braves,"[3, 2]"
Chicago Cubs,Colorado Rockies,"[12, 2]"
Houston Astros,Toronto Blue Jays,"[1, 2]"
Arizona Diamondbacks,New York Yankees,"[7, 0]"
Oakland Athletics,Boston Red Sox,"[4, 5]"
San Diego Padres,St.Louis Cardinals,"[2, 5]"
Seattle Mariners,Cleveland Guardians,"[2, 5]"
Los Angeles Dodgers,San Francisco Giants,"[5, 4]"
Baltimore Orioles,Kansas City Royals,"[4, 3]"
Tampa Bay Rays,Texas Rangers,"[1, 4]"
Milwaukee Brewers,Minnesota Twins,"[3, 7]"
Miami Marlins,Los Angeles Angels,"[2, 10]"
Oakland Athletics,Boston Red Sox,"[0, 1]"
Arizona Diamondbacks,New York Yankees,"[5, 6]"
Philadelphia Phillies,Cincinnati Reds,"[1, 4]"
San Diego Padres,St.Louis Cardinals,"[3, 2]"
Seattle Mariners,Cleveland Guardians,"[0, 8]"
Washington Nationals,Pittsburgh Pirates,"[5, 3]"
Chicago Cubs,Colorado Rockies,"[9, 8]"
Houston Astros,Toronto Blue Jays,"[8, 0]"
Los Angeles Dodgers,San Francisco Giants,"[5, 4]"
New York Mets,Detroit Tigers,"[3, 6]"
New York Mets,Detroit Tigers,"[2, 1]"
Washington Nationals,Pittsburgh Pirates,"[4, 7]"
Minnesota Twins,Cleveland Guardians,"[2, 4]"
St.Louis Cardinals,Miami Marlins,"[8, 5]"
Kansas City Royals,Chicago White Sox,"[10, 1]"
New York Yankees,Toronto Blue Jays,"[0, 3]"
Detroit Tigers,Oakland Athletics,"[5, 4]"
Chicago Cubs,Los Angeles Dodgers,"[9, 7]"
Colorado Rockies,Tampa Bay Rays,"[10, 7]"
Pittsburgh Pirates,Baltimore Orioles,"[2, 5]"
San Francisco Giants,San Diego Padres,"[3, 2]"
Cincinnati Reds,New York Mets,"[2, 3]"
Washington Nationals,Philadelphia Phillies,"[0, 4]"
Atlanta Braves,Arizona Diamondbacks,"[6, 5]"
Kansas City Royals,Chicago White Sox,"[2, 1]"
Texas Rangers,Houston Astros,"[10, 2]"
Milwaukee Brewers,Seattle Mariners,"[6, 5]"
Los Angeles Angels,Boston Red Sox,"[6, 8]"
Detroit Tigers,Oakland Athletics,"[0, 4]"
Minnesota Twins,Cleveland Guardians,"[1, 3]"
St.Louis Cardinals,Miami Marlins,"[3, 1]"
Chicago Cubs,Los Angeles Dodgers,"[1, 4]"
Pittsburgh Pirates,Baltimore Orioles,"[5, 4]"
Washington Nationals,Philadelphia Phillies,"[2, 5]"
Cincinnati Reds,New York Mets,"[9, 6]"
New York Yankees,Toronto Blue Jays,"[9, 8]"
Texas Rangers,Houston Astros,"[7, 2]"
Kansas City Royals,Chicago White Sox,"[3, 0]"
Milwaukee Brewers,Seattle Mariners,"[3, 5]"
Atlanta Braves,Arizona Diamondbacks,"[9, 8]"
Colorado Rockies,Tampa Bay Rays,"[6, 8]"
San Francisco Giants,San Diego Padres,"[0, 4]"
Los Angeles Angels,Boston Red Sox,"[2, 1]"
Atlanta Braves,Arizona Diamondbacks,"[5, 2]"
New York Yankees,Toronto Blue Jays,"[8, 3]"
Pittsburgh Pirates,Baltimore Orioles,"[3, 2]"
Washington Nationals,Philadelphia Phillies,"[3, 2]"
Cincinnati Reds,New York Mets,"[1, 3]"
Detroit Tigers,Oakland Athletics,"[1, 7]"
Milwaukee Brewers,Seattle Mariners,"[12, 4]"
Kansas City Royals,Chicago White Sox,"[5, 3]"
St.Louis Cardinals,Miami Marlins,"[3, 10]"
Chicago Cubs,Los Angeles Dodgers,"[8, 1]"
Colorado Rockies,Tampa Bay Rays,"[2, 3]"
San Francisco Giants,San Diego Padres,"[3, 2]"
Los Angeles Angels,Boston Red Sox,"[2, 12]"
Texas Rangers,Houston Astros,"[1, 3]"
Cleveland Guardians,Chicago White Sox,"[4, 0]"
New York Yankees,Miami Marlins,"[7, 0]"
Cincinnati Reds,Milwaukee Brewers,"[10, 8]"
Pittsburgh Pirates,Detroit Tigers,"[7, 4]"
Toronto Blue Jays,Seattle Mariners,"[5, 2]"
Atlanta Braves,New York Mets,"[7, 8]"
Minnesota Twins,Los Angeles Dodgers,"[2, 4]"
St.Louis Cardinals,Philadelphia Phillies,"[3, 5]"
Texas Rangers,Houston Astros,"[5, 10]"
Colorado Rockies,Arizona Diamondbacks,"[7, 5]"
Los Angeles Angels,Tampa Bay Rays,"[7, 1]"
San Diego Padres,Chicago Cubs,"[9, 8]"
San Francisco Giants,Washington Nationals,"[1, 8]"
Pittsburgh Pirates,Detroit Tigers,"[3, 5]"
Boston Red Sox,Baltimore Orioles,"[1, 7]"
Cleveland Guardians,Chicago White Sox,"[5, 7]"
Cincinnati Reds,Milwaukee Brewers,"[5, 9]"
New York Yankees,Miami Marlins,"[3, 2]"
Toronto Blue Jays,Seattle Mariners,"[5, 3]"
Atlanta Braves,New York Mets,"[6, 5]"
Kansas City Royals,Houston Astros,"[4, 3]"
Minnesota Twins,Los Angeles Dodgers,"[3, 6]"
St.Louis Cardinals,Philadelphia Phillies,"[3, 0]"
Texas Rangers,Oakland Athletics,"[3, 4]"
Colorado Rockies,Arizona Diamondbacks,"[2, 3]"
Los Angeles Angels,Tampa Bay Rays,"[4, 6]"
San Francisco Giants,Washington Nationals,"[3, 5]"
San Diego Padres,Chicago Cubs,"[1, 5]"
Minnesota Twins,Los Angeles Dodgers,"[3, 2]"
St.Louis Cardinals,Philadelphia Phillies,"[3, 4]"
Toronto Blue Jays,Seattle Mariners,"[1, 6]"
Colorado Rockies,Arizona Diamondbacks,"[3, 5]"
San Francisco Giants,Washington Nationals,"[7, 1]"
Los Angeles Angels,Tampa Bay Rays,"[2, 4]"
Cleveland Guardians,Chicago White Sox,"[7, 6]"
Cincinnati Reds,Milwaukee Brewers,"[2, 7]"
San Diego Padres,Chicago Cubs,"[10, 2]"
New York Yankees,Miami Marlins,"[2, 5]"
Boston Red Sox,Baltimore Orioles,"[5, 7]"
Kansas City Royals,Houston Astros,"[11, 2]"
Texas Rangers,Oakland Athletics,"[6, 2]"
Atlanta Braves,New York Mets,"[4, 16]"
Kansas City Royals,Houston Astros,"[13, 3]"
Texas Rangers,Oakland Athletics,"[0, 1]"
Philadelphia Phillies,Pittsburgh Pirates,"[5, 1]"
Boston Red Sox,Baltimore Orioles,"[4, 9]"
Detroit Tigers,Minnesota Twins,"[8, 2]"
Philadelphia Phillies,Pittsburgh Pirates,"[2, 5]"
Tampa Bay Rays,San Francisco Giants,"[2, 1]"
Baltimore Orioles,Milwaukee Brewers,"[1, 11]"
Toronto Blue Jays,Colorado Rockies,"[4, 12]"
Boston Red Sox,Los Angeles Angels,"[0, 7]"
Miami Marlins,Atlanta Braves,"[1, 8]"
New York Mets,Kansas City Royals,"[6, 1]"
Chicago White Sox,Cincinnati Reds,"[1, 11]"
Houston Astros,Texas Rangers,"[8, 12]"
Arizona Diamondbacks,St.Louis Cardinals,"[6, 9]"
Seattle Mariners,Chicago Cubs,"[4, 2]"
Oakland Athletics,Washington Nationals,"[2, 1]"
Los Angeles Dodgers,San Diego Padres,"[7, 8]"
Cleveland Guardians,New York Yankees,"[2, 3]"
Detroit Tigers,Minnesota Twins,"[5, 11]"
New York Mets,Kansas City Royals,"[7, 11]"
Chicago White Sox,Cincinnati Reds,"[0, 5]"
Toronto Blue Jays,Colorado Rockies,"[5, 3]"
Houston Astros,Texas Rangers,"[9, 2]"
Philadelphia Phillies,Pittsburgh Pirates,"[4, 3]"
Baltimore Orioles,Milwaukee Brewers,"[5, 11]"
Oakland Athletics,Washington Nationals,"[1, 3]"
Detroit Tigers,Minnesota Twins,"[1, 4]"
Boston Red Sox,Los Angeles Angels,"[7, 2]"
Miami Marlins,Atlanta Braves,"[5, 1]"
Tampa Bay Rays,San Francisco Giants,"[2, 11]"
Cleveland Guardians,New York Yankees,"[2, 8]"
Arizona Diamondbacks,St.Louis Cardinals,"[4, 2]"
Los Angeles Dodgers,San Diego Padres,"[5, 2]"
Seattle Mariners,Chicago Cubs,"[1, 4]"
Philadelphia Phillies,Pittsburgh Pirates,"[2, 9]"
Boston Red Sox,Los Angeles Angels,"[5, 4]"
Baltimore Orioles,Milwaukee Brewers,"[6, 4]"
Toronto Blue Jays,Colorado Rockies,"[5, 0]"
Detroit Tigers,Minnesota Twins,"[4, 3]"
Miami Marlins,Atlanta Braves,"[7, 9]"
New York Mets,Kansas City Royals,"[2, 1]"
Tampa Bay Rays,San Francisco Giants,"[9, 4]"
Cleveland Guardians,New York Yankees,"[8, 7]"
Chicago White Sox,Cincinnati Reds,"[4, 11]"
Houston Astros,Texas Rangers,"[8, 5]"
Oakland Athletics,Washington Nationals,"[7, 6]"
Arizona Diamondbacks,St.Louis Cardinals,"[5, 0]"
Seattle Mariners,Chicago Cubs,"[2, 3]"
Los Angeles Dodgers,San Diego Padres,"[3, 6]"
Boston Red Sox,Cleveland Guardians,"[0, 6]"
Baltimore Orioles,Minnesota Twins,"[7, 4]"
Detroit Tigers,Texas Rangers,"[0, 1]"
Miami Marlins,San Francisco Giants,"[3, 4]"
Philadelphia Phillies,Colorado Rockies,"[2, 1]"
Tampa Bay Rays,Los Angeles Angels,"[3, 7]"
Toronto Blue Jays,New York Yankees,"[3, 1]"
New York Mets,Pittsburgh Pirates,"[6, 3]"
Chicago White Sox,Kansas City Royals,"[0, 2]"
Milwaukee Brewers,San Diego Padres,"[3, 7]"
Houston Astros,Atlanta Braves,"[1, 6]"
Arizona Diamondbacks,Chicago Cubs,"[2, 3]"
Oakland Athletics,St.Louis Cardinals,"[1, 3]"
Seattle Mariners,Cincinnati Reds,"[9, 3]"
Los Angeles Dodgers,Washington Nationals,"[4, 6]"
Detroit Tigers,Texas Rangers,"[4, 2]"
Baltimore Orioles,Minnesota Twins,"[11, 3]"
Miami Marlins,San Francisco Giants,"[6, 3]"
Philadelphia Phillies,Colorado Rockies,"[5, 0]"
Tampa Bay Rays,Los Angeles Angels,"[7, 6]"
Toronto Blue Jays,New York Yankees,"[5, 4]"
Boston Red Sox,Cleveland Guardians,"[7, 10]"
New York Mets,Pittsburgh Pirates,"[3, 1]"
Milwaukee Brewers,San Diego Padres,"[3, 6]"
Houston Astros,Atlanta Braves,"[2, 6]"
Arizona Diamondbacks,Chicago Cubs,"[12, 11]"
Oakland Athletics,St.Louis Cardinals,"[2, 3]"
Seattle Mariners,Cincinnati Reds,"[3, 1]"
Los Angeles Dodgers,Washington Nationals,"[6, 2]"
Miami Marlins,San Francisco Giants,"[1, 3]"
Baltimore Orioles,Minnesota Twins,"[4, 2]"
Detroit Tigers,Texas Rangers,"[4, 5]"
Milwaukee Brewers,San Diego Padres,"[1, 0]"
New York Mets,Pittsburgh Pirates,"[9, 1]"
Chicago White Sox,Kansas City Royals,"[2, 4]"
Houston Astros,Atlanta Braves,"[4, 5]"
Toronto Blue Jays,New York Yankees,"[4, 6]"
Los Angeles Dodgers,Washington Nationals,"[0, 2]"
Oakland Athletics,St.Louis Cardinals,"[6, 3]"
Arizona Diamondbacks,Chicago Cubs,"[3, 5]"
Seattle Mariners,Cincinnati Reds,"[5, 1]"
Chicago White Sox,Kansas City Royals,"[2, 1]"
Philadelphia Phillies,Colorado Rockies,"[7, 6]"
Tampa Bay Rays,Los Angeles Angels,"[4, 5]"
Boston Red Sox,Cleveland Guardians,"[2, 0]"
Detroit Tigers,Texas Rangers,"[7, 9]"
Tampa Bay Rays,Los Angeles Angels,"[2, 1]"
Boston Red Sox,Cleveland Guardians,"[4, 5]"
San Francisco Giants,Arizona Diamondbacks,"[5, 0]"
Chicago Cubs,Miami Marlins,"[8, 3]"
Cincinnati Reds,Los Angeles Angels,"[7, 1]"
Philadelphia Phillies,Chicago White Sox,"[7, 0]"
Pittsburgh Pirates,Boston Red Sox,"[1, 8]"
Washington Nationals,Houston Astros,"[3, 5]"
New York Yankees,Tampa Bay Rays,"[5, 3]"
Cleveland Guardians,Oakland Athletics,"[10, 2]"
Atlanta Braves,Texas Rangers,"[8, 3]"
Kansas City Royals,Baltimore Orioles,"[9, 4]"
Minnesota Twins,Detroit Tigers,"[4, 5]"
St.Louis Cardinals,Milwaukee Brewers,"[1, 2]"
San Diego Padres,Toronto Blue Jays,"[1, 5]"
Los Angeles Dodgers,New York Mets,"[4, 9]"
San Francisco Giants,Arizona Diamondbacks,"[1, 17]"
New York Yankees,Tampa Bay Rays,"[0, 2]"
Minnesota Twins,Detroit Tigers,"[4, 3]"
St.Louis Cardinals,Milwaukee Brewers,"[5, 12]"
Chicago Cubs,Miami Marlins,"[2, 3]"
Los Angeles Dodgers,New York Mets,"[4, 6]"
Pittsburgh Pirates,Boston Red Sox,"[2, 4]"
San Francisco Giants,Arizona Diamondbacks,"[7, 3]"
Washington Nationals,Houston Astros,"[5, 4]"
Philadelphia Phillies,Chicago White Sox,"[9, 5]"
Cleveland Guardians,Oakland Athletics,"[6, 3]"
Cincinnati Reds,Los Angeles Angels,"[7, 5]"
Kansas City Royals,Baltimore Orioles,"[7, 9]"
Atlanta Braves,Texas Rangers,"[5, 2]"
Chicago Cubs,Miami Marlins,"[5, 3]"
Colorado Rockies,Seattle Mariners,"[0, 7]"
San Diego Padres,Toronto Blue Jays,"[2, 5]"
New York Yankees,Tampa Bay Rays,"[5, 4]"
Philadelphia Phillies,Chicago White Sox,"[8, 2]"
Pittsburgh Pirates,Boston Red Sox,"[1, 6]"
Washington Nationals,Houston Astros,"[6, 0]"
Cincinnati Reds,Los Angeles Angels,"[3, 0]"
Cleveland Guardians,Oakland Athletics,"[6, 2]"
Kansas City Royals,Baltimore Orioles,"[0, 5]"
Minnesota Twins,Detroit Tigers,"[1, 6]"
St.Louis Cardinals,Milwaukee Brewers,"[0, 2]"
Chicago Cubs,Miami Marlins,"[3, 6]"
Colorado Rockies,Seattle Mariners,"[2, 1]"
San Francisco Giants,Arizona Diamondbacks,"[3, 5]"
Los Angeles Dodgers,New York Mets,"[10, 0]"
San Diego Padres,Toronto Blue Jays,"[6, 3]"
Atlanta Braves,Texas Rangers,"[4, 6]"
Colorado Rockies,Seattle Mariners,"[2, 10]"
New York Yankees,Oakland Athletics,"[0, 2]"
Cincinnati Reds,Philadelphia Phillies,"[0, 7]"
Pittsburgh Pirates,Milwaukee Brewers,"[4, 2]"
Tampa Bay Rays,Detroit Tigers,"[1, 7]"
Atlanta Braves,Miami Marlins,"[3, 0]"
Kansas City Royals,Toronto Blue Jays,"[3, 5]"
Minnesota Twins,Chicago White Sox,"[7, 0]"
St.Louis Cardinals,Arizona Diamondbacks,"[5, 3]"
Colorado Rockies,San Diego Padres,"[1, 3]"
Los Angeles Angels,Baltimore Orioles,"[2, 4]"
San Francisco Giants,New York Mets,"[5, 2]"
Cleveland Guardians,Boston Red Sox,"[4, 1]"
Cincinnati Reds,Philadelphia Phillies,"[8, 1]"
Pittsburgh Pirates,Milwaukee Brewers,"[2, 1]"
Washington Nationals,Los Angeles Dodgers,"[1, 4]"
Tampa Bay Rays,Detroit Tigers,"[2, 4]"
New York Yankees,Oakland Athletics,"[4, 3]"
Atlanta Braves,Miami Marlins,"[5, 0]"
Chicago Cubs,Houston Astros,"[7, 2]"
Kansas City Royals,Toronto Blue Jays,"[3, 2]"
Minnesota Twins,Chicago White Sox,"[6, 5]"
St.Louis Cardinals,Arizona Diamondbacks,"[1, 14]"
Texas Rangers,Seattle Mariners,"[0, 4]"
Colorado Rockies,San Diego Padres,"[7, 4]"
Los Angeles Angels,Baltimore Orioles,"[7, 4]"
San Francisco Giants,New York Mets,"[5, 1]"
St.Louis Cardinals,Arizona Diamondbacks,"[5, 1]"
San Francisco Giants,New York Mets,"[2, 8]"
Los Angeles Angels,Baltimore Orioles,"[5, 6]"
Cleveland Guardians,Boston Red Sox,"[0, 8]"
Pittsburgh Pirates,Milwaukee Brewers,"[2, 3]"
Cincinnati Reds,Philadelphia Phillies,"[7, 4]"
Washington Nationals,Los Angeles Dodgers,"[2, 11]"
Tampa Bay Rays,Detroit Tigers,"[7, 5]"
New York Yankees,Oakland Athletics,"[7, 3]"
Atlanta Braves,Miami Marlins,"[4, 3]"
Chicago Cubs,Houston Astros,"[4, 3]"
Kansas City Royals,Toronto Blue Jays,"[3, 2]"
Minnesota Twins,Chicago White Sox,"[6, 3]"
Texas Rangers,Seattle Mariners,"[5, 1]"
Colorado Rockies,San Diego Padres,"[2, 5]"
Pittsburgh Pirates,Milwaukee Brewers,"[5, 7]"
Cincinnati Reds,Philadelphia Phillies,"[0, 5]"
Minnesota Twins,Chicago White Sox,"[6, 3]"
Cleveland Guardians,Boston Red Sox,"[6, 4]"
Kansas City Royals,Toronto Blue Jays,"[2, 1]"
Chicago Cubs,Houston Astros,"[3, 1]"
Texas Rangers,Seattle Mariners,"[3, 4]"
Colorado Rockies,San Diego Padres,"[10, 9]"
Washington Nationals,Los Angeles Dodgers,"[1, 2]"
New York Yankees,Oakland Athletics,"[1, 3]"
Detroit Tigers,Kansas City Royals,"[0, 8]"
Baltimore Orioles,Oakland Athletics,"[2, 3]"
Toronto Blue Jays,Los Angeles Dodgers,"[2, 12]"
Boston Red Sox,Chicago Cubs,"[1, 7]"
Miami Marlins,Washington Nationals,"[1, 3]"
New York Mets,St.Louis Cardinals,"[2, 4]"
Atlanta Braves,Cleveland Guardians,"[6, 2]"
Chicago White Sox,Tampa Bay Rays,"[9, 4]"
Texas Rangers,Cincinnati Reds,"[2, 1]"
Milwaukee Brewers,New York Yankees,"[7, 6]"
Los Angeles Angels,Minnesota Twins,"[3, 5]"
San Diego Padres,Philadelphia Phillies,"[3, 9]"
Seattle Mariners,Arizona Diamondbacks,"[6, 1]"
San Francisco Giants,Pittsburgh Pirates,"[3, 0]"
Toronto Blue Jays,Los Angeles Dodgers,"[2, 4]"
Baltimore Orioles,Oakland Athletics,"[7, 0]"
Texas Rangers,Cincinnati Reds,"[4, 8]"
New York Mets,St.Louis Cardinals,"[4, 7]"
Miami Marlins,Washington Nationals,"[4, 11]"
Boston Red Sox,Chicago Cubs,"[17, 0]"
Colorado Rockies,Houston Astros,"[4, 12]"
Detroit Tigers,Kansas City Royals,"[6, 5]"
Chicago White Sox,Tampa Bay Rays,"[8, 7]"
Milwaukee Brewers,New York Yankees,"[3, 15]"
Atlanta Braves,Cleveland Guardians,"[2, 4]"
San Diego Padres,Philadelphia Phillies,"[1, 5]"
San Francisco Giants,Pittsburgh Pirates,"[3, 4]"
Los Angeles Angels,Minnesota Twins,"[5, 16]"
Seattle Mariners,Arizona Diamondbacks,"[3, 1]"
Atlanta Braves,Cleveland Guardians,"[4, 3]"
Baltimore Orioles,Oakland Athletics,"[6, 7]"
Toronto Blue Jays,Los Angeles Dodgers,"[3, 1]"
Detroit Tigers,Kansas City Royals,"[4, 1]"
Miami Marlins,Washington Nationals,"[9, 12]"
New York Mets,St.Louis Cardinals,"[4, 2]"
Chicago White Sox,Tampa Bay Rays,"[4, 2]"
Milwaukee Brewers,New York Yankees,"[5, 15]"
Texas Rangers,Cincinnati Reds,"[4, 3]"
Colorado Rockies,Houston Astros,"[2, 8]"
San Francisco Giants,Pittsburgh Pirates,"[3, 2]"
Los Angeles Angels,Minnesota Twins,"[5, 11]"
San Diego Padres,Philadelphia Phillies,"[6, 8]"
Seattle Mariners,Arizona Diamondbacks,"[2, 3]"
Boston Red Sox,Chicago Cubs,"[5, 4]"
Baltimore Orioles,New York Yankees,"[2, 0]"
Miami Marlins,Washington Nationals,"[2, 7]"
Toronto Blue Jays,Kansas City Royals,"[6, 5]"
New York Mets,Chicago Cubs,"[1, 3]"
Chicago White Sox,Minnesota Twins,"[2, 3]"
Milwaukee Brewers,Tampa Bay Rays,"[0, 1]"
Los Angeles Angels,Philadelphia Phillies,"[6, 5]"
Arizona Diamondbacks,Los Angeles Dodgers,"[4, 8]"
Oakland Athletics,Pittsburgh Pirates,"[5, 1]"
San Diego Padres,Cincinnati Reds,"[2, 5]"
Seattle Mariners,Atlanta Braves,"[2, 1]"
Detroit Tigers,St.Louis Cardinals,"[1, 2]"
Baltimore Orioles,New York Yankees,"[4, 2]"
Miami Marlins,Colorado Rockies,"[7, 6]"
Detroit Tigers,St.Louis Cardinals,"[11, 6]"
Toronto Blue Jays,Kansas City Royals,"[1, 4]"
Boston Red Sox,San Francisco Giants,"[4, 0]"
New York Mets,Chicago Cubs,"[4, 2]"
Chicago White Sox,Minnesota Twins,"[5, 6]"
Milwaukee Brewers,Tampa Bay Rays,"[8, 2]"
Texas Rangers,Washington Nationals,"[7, 1]"
Houston Astros,Cleveland Guardians,"[10, 9]"
Los Angeles Angels,Philadelphia Phillies,"[5, 7]"
Arizona Diamondbacks,Los Angeles Dodgers,"[4, 3]"
Seattle Mariners,Atlanta Braves,"[3, 2]"
Oakland Athletics,Pittsburgh Pirates,"[5, 2]"
San Diego Padres,Cincinnati Reds,"[6, 4]"
Detroit Tigers,St.Louis Cardinals,"[4, 1]"
Milwaukee Brewers,Tampa Bay Rays,"[7, 1]"
Chicago White Sox,Minnesota Twins,"[5, 10]"
Toronto Blue Jays,Kansas City Royals,"[1, 6]"
Oakland Athletics,Pittsburgh Pirates,"[4, 0]"
Seattle Mariners,Atlanta Braves,"[2, 5]"
Los Angeles Angels,Philadelphia Phillies,"[1, 2]"
San Diego Padres,Cincinnati Reds,"[6, 2]"
Baltimore Orioles,New York Yankees,"[0, 2]"
Miami Marlins,Colorado Rockies,"[4, 1]"
Boston Red Sox,San Francisco Giants,"[6, 2]"
New York Mets,Chicago Cubs,"[0, 1]"
Texas Rangers,Washington Nationals,"[0, 1]"
Houston Astros,Cleveland Guardians,"[2, 3]"
Arizona Diamondbacks,Los Angeles Dodgers,"[0, 8]"
Miami Marlins,Colorado Rockies,"[5, 4]"
Baltimore Orioles,New York Yankees,"[7, 2]"
New York Mets,Chicago Cubs,"[7, 6]"
Boston Red Sox,San Francisco Giants,"[1, 3]"
Texas Rangers,Washington Nationals,"[6, 0]"
Houston Astros,Cleveland Guardians,"[8, 2]"
Chicago Cubs,Milwaukee Brewers,"[1, 3]"
Philadelphia Phillies,San Francisco Giants,"[4, 3]"
Pittsburgh Pirates,Colorado Rockies,"[2, 3]"
Washington Nationals,Toronto Blue Jays,"[9, 3]"
Tampa Bay Rays,New York Mets,"[10, 8]"
New York Yankees,Detroit Tigers,"[2, 1]"
Cleveland Guardians,Los Angeles Angels,"[0, 6]"
Kansas City Royals,Texas Rangers,"[7, 1]"
Houston Astros,Seattle Mariners,"[5, 3]"
Minnesota Twins,Boston Red Sox,"[5, 2]"
St.Louis Cardinals,Chicago White Sox,"[3, 0]"
Cincinnati Reds,Baltimore Orioles,"[0, 3]"
Arizona Diamondbacks,San Diego Padres,"[1, 7]"
Oakland Athletics,Miami Marlins,"[3, 1]"
Los Angeles Dodgers,Atlanta Braves,"[4, 3]"
New York Yankees,Detroit Tigers,"[5, 3]"
Minnesota Twins,Boston Red Sox,"[3, 1]"
St.Louis Cardinals,Chicago White Sox,"[5, 6]"
Chicago Cubs,Milwaukee Brewers,"[6, 5]"
Pittsburgh Pirates,Colorado Rockies,"[1, 0]"
Washington Nationals,Toronto Blue Jays,"[3, 6]"
Oakland Athletics,Miami Marlins,"[20, 4]"
Philadelphia Phillies,San Francisco Giants,"[14, 3]"
Cleveland Guardians,Los Angeles Angels,"[7, 1]"
Cincinnati Reds,Baltimore Orioles,"[1, 2]"
Kansas City Royals,Texas Rangers,"[4, 15]"
Houston Astros,Seattle Mariners,"[0, 5]"
Tampa Bay Rays,New York Mets,"[3, 1]"
Arizona Diamondbacks,San Diego Padres,"[1, 13]"
Los Angeles Dodgers,Atlanta Braves,"[11, 2]"
New York Yankees,Detroit Tigers,"[5, 2]"
Pittsburgh Pirates,Colorado Rockies,"[5, 3]"
Washington Nationals,Toronto Blue Jays,"[11, 8]"
Tampa Bay Rays,New York Mets,"[7, 6]"
Cleveland Guardians,Los Angeles Angels,"[4, 1]"
Kansas City Royals,Texas Rangers,"[2, 3]"
Minnesota Twins,Boston Red Sox,"[2, 9]"
Houston Astros,Seattle Mariners,"[4, 5]"
St.Louis Cardinals,Chicago White Sox,"[1, 5]"
Chicago Cubs,Milwaukee Brewers,"[5, 0]"
Oakland Athletics,Miami Marlins,"[3, 12]"
Arizona Diamondbacks,San Diego Padres,"[11, 4]"
Cincinnati Reds,Baltimore Orioles,"[1, 11]"
Los Angeles Dodgers,Atlanta Braves,"[5, 1]"
Philadelphia Phillies,San Francisco Giants,"[5, 4]"
Philadelphia Phillies,San Francisco Giants,"[6, 1]"
Cleveland Guardians,Detroit Tigers,"[2, 1]"
Pittsburgh Pirates,Los Angeles Angels,"[4, 1]"
Tampa Bay Rays,Chicago White Sox,"[8, 2]"
Kansas City Royals,Milwaukee Brewers,"[3, 2]"
Chicago Cubs,San Diego Padres,"[3, 6]"
Minnesota Twins,Seattle Mariners,"[3, 1]"
St.Louis Cardinals,New York Mets,"[3, 4]"
Oakland Athletics,Texas Rangers,"[2, 4]"
Los Angeles Dodgers,Miami Marlins,"[6, 3]"
Oakland Athletics,Texas Rangers,"[8, 15]"
Cleveland Guardians,Detroit Tigers,"[7, 11]"
Cincinnati Reds,Arizona Diamondbacks,"[2, 6]"
Philadelphia Phillies,Toronto Blue Jays,"[10, 1]"
Pittsburgh Pirates,Los Angeles Angels,"[0, 9]"
Washington Nationals,Baltimore Orioles,"[3, 0]"
Tampa Bay Rays,Chicago White Sox,"[5, 1]"
New York Yankees,Houston Astros,"[10, 3]"
Atlanta Braves,Boston Red Sox,"[4, 2]"
Minnesota Twins,Seattle Mariners,"[6, 10]"
Kansas City Royals,Milwaukee Brewers,"[5, 6]"
Chicago Cubs,San Diego Padres,"[3, 2]"
St.Louis Cardinals,New York Mets,"[5, 7]"
Colorado Rockies,San Francisco Giants,"[0, 5]"
Los Angeles Dodgers,Miami Marlins,"[8, 2]"
Pittsburgh Pirates,Los Angeles Angels,"[4, 5]"
Philadelphia Phillies,Toronto Blue Jays,"[3, 5]"
Cleveland Guardians,Detroit Tigers,"[5, 4]"
Kansas City Royals,Milwaukee Brewers,"[6, 4]"
Chicago Cubs,San Diego Padres,"[0, 3]"
Los Angeles Dodgers,Miami Marlins,"[3, 1]"
Oakland Athletics,Texas Rangers,"[9, 4]"
Oakland Athletics,Texas Rangers,"[11, 12]"
